ID,Text
353,"I did NOT expect this gum to be more than just your typical ""lime"" flavored ""candy"" type taste. But I was floored. This gum literally tastes like key lime pie. I swear I can even taste a graham cracker crust. The flavor only lasts a short time, but it's an amazing taste! Floored!"
354,This is the absolute best gum flavor ever.  It really tastes like Key Lime Pie and the flavor lasts a long time. Yummy!
355,"Not bad, but there are better gums than this one. At the beginning is a big explosion of flavor and sugar like sensation, but after 5 minutes is gone."
356,"Not being a hard core gum chewer, I was thrilled with this gum. A great taste in a gum that last plenty long without any loss of flavor or any kind of after taste. A pleasure in my diet routine."
357,"I've tried Wrigley's Apple Pie flavor of their Dessert Delights chewing gum.  It tastes EXACTLY like apple pie.  I can't wait to try the key lime pie flavor!  Everyone who has posted a review here on Amazon says it tastes exactly like key lime pie!  Wrigley Chewing Gum Co. appears to have hit yet another one out of the ball park!  John V Karavitis, John Karavitis, Karavitis"
358,"If ever there was a gum to worry about having in your stomach for seven years (as the popular myth states), this one is the most likely. It tastes great, sure, but in the first few bites, it falls apart, losing any cohesiveness (gummyness), and just gets swallowed. For some reason, about 1/3 of it remains intact and becomes gum. What little remains is as the other reviewers state, but knowing that I've swallowed more than half the sticks I've chewed is not a pleasant thought."
359,"I really like this gum. like all of Wrigley's gum products I've tried, this is absolutely great. These Dessert Delight flavors are truly delightful."
360,"the extra dessert delights sugargree key lime pie flavored gum is an amazingly limey mouth party.  it has a zesty tartness tempered with enough sweetness for balance.  having a piece of gum taste so much like a food is a little disorienting and while i did not really think i would end up looking like a lime (a la violet beauregard from willy wonka and the chocolate factory movie), it was a relief that i did not.  the only problem is that the flavor does not last as long as bubble gum or mint flavors.  but that might just be too much to hope for."
361,"Like other reviewers, I had low expectations for this gum, but was happily wrong.  I love key lime pie, and lime flavor in general.  When first chewed, this gum has the tangy-bite of key lime, with a creamy sweetness, and a hint of graham cracker crust flavor.  After the initial flavor burst fades, there is that surge of artificial sugary-sweetness that occurs with some brands/flavors of sugarfree chewing gum, but the surge isn't as overwhelming or long lasting as it is with some sugarfree gums.  Once that fades, the gum has a mellow, subtle, lime zest flavor.  I really like this gum."
362,"So far I've tried all of the flavors and while there are some I'm not over the hill about, I've had pretty good experiences with them.<br /><br />This is one of the flavors I'd purchase again. I'm a big fan of anything lemon or lime flavored, so I had to give this a try. I'll admit up front that I haven't had a key lime pie for years, so I don't remember the flavor like it was yesterday and this probably worked in my flavor. (I remember it in general, though.)<br /><br />This tastes awesome. I can definitely taste the lime and it tastes like what I remember a key lime pie to be. The lime flavor is there, but it's backed up by a nice creamy taste that almost made me want to grab a few extra slices of gum. (Hey, it's 15 calories a slice so I can splurge on this while I wouldn't want to splurge with the actual pie.) Unfortunately it falls prey to the same problem that the equally yummy apple pie flavor had: the flavor doesn't last nearly long enough.<br /><br />I'll absolutely buy this again, despite the flavor only lasting 1-2 minutes."
363,"In this age where even basic service no longer exists, I was pleasantly surprised when my transaction actually came off without a hitch. Shipped on time, and the product was in good condition. Well done!"
364,"Initially, the flavor is fairly accurate, however weak- from there, the flavor diminishes rapidly. I just timed it, and this gum goes flat within 5 minutes.<br />In light of my experience, I find these rave reviews somewhat... amusing; one reviewer even went as far as to describe it as ""incredibly tart"". Meh.<br />Like many new products in the realm of gum, pop, energy drinks, and fast food, they only need you to buy one. If everyone does that, they'll be sitting pretty.<br />Based on this experience, I have no desire to try the other flavors of Extra Dessert Delights.<br />Three stars = It's OK, but doesn't live up to the hype."
365,"On top of the delightful aspartame, this comes complete with hydrogenated oils and is a dead ringer for Country Time Lemonade mix."
366,"Instead of just being pork rinds, oil, salt and vinegar, they have lactose and maltodextrin on them, contributing to 2g of sugar per serving.  Many people (myself included) who buy this kind of snack who are on low carbohydrate diets; they will not be happy about the sugar.<br /><br />The labeling on the package is very strange, and I am surprised it gets by the nice government men who worry about this sort of thing.  It says Total Carbohydrates are less then 1g, so they get to put zero grams.  Ok, fair enough, I have seen that before.  But then the label admits to 2 grams of sugar, which is a carbohydrate.  How they can get away with saying they have zero grams of carbs when there are 2 grams of sugar is beyond me.  I assume it is just that nobody has caught them yet.<br /><br />Then there is protein.  The nutritional analysis says 8g of protein per serving.  Not bad for a snack food.  Right next to the 8g is says ""Not a significant source of protein.""  Huh...A slice of cheese is about 8 grams of protein, as is an ounce of meet.  I believe those are significant sources of protein.<br /><br />I went to their website, to check out the nutritional facts.  I did notice they were high in sodium.  What I missed was that they claim the number of servings in a 1.75 oz package was three (3), so the sodium in a package is actually three times higher.  I doubt many people expect a 1.75 oz package to be three servings.  I just looked up Fritos Corn chips.  A 2 oz package is considered a single serving package, and the analysis on the back shows one serving.  So when Fritos tells you the sodium level, it is only 320 mg for the entire package.  For these pork rinds, the 1.75 oz package is 900 mg of sodium, about half of your daily requirement.  A little steep for a snack.<br /><br />Although I went to their site to look at some nutritional info, they don't shows the label or the actual ingredients on their site or at Amazon.  If they had, I would not have purchased it.  They use partially hydrogenated oil, a kind of fat may be destructive to your health long term.  Since the government broke down and required that partially hydrogenated oil be listed on the label, a lot of the food industry has switched away from it, as people are correctly suspicious of it.<br /><br />To add insult to injury, I was unhappy with the taste.  They have a chemical, nasty taste.  I suppose that is subjective, but a few bites left me a little queasy.<br /><br />I feel bad having bought this, but perhaps my error will be of some use to others looking for a low carb snack.  Please pass this company's products by, and let's find someone else who can actually provide us the food we want and the information we need in a rational, ethical and legal way."
367,"I love Salt and Vinegar potato chips, but can't eat them on my low-carb diet. These pork skins are a wonderful replacement for those high-carb snacks. The salt and vinegar flavoring in the pork skins is a bit more muted than what I am used to finding in most potato chip brands, but is definitely adequate to soothe my cravings for a crunchy salt-and-vinegar snack. The pork skins are light and fluffy, with almost none of the hard rinds that can be found in some brands of pork skins. If the flavoring was a bit more pronounced, I would give this snack five stars."
368,If you like salt and vinegar chips but want to avoid carbs then pork rinds are for you especially this brand. I'll eat these instead of chips any day!
369,"Would've rated 5 stars if it had more of a vinegar taste.  Overall, not bad at all, good snack"
370,"can't find them anywhere where I live, so glad I found them here. Not too salty or vinegary just the right amount> thanks"
371,The customer service was beyond compare.  I would gladly do business with this company again.
372,"I have a hard time finding this up in New England - so glad to see this product here.  This is my favorite product in my spice cabinet.  I have tried many other so-called ""Cajun"" spice blends and find that they are too salty (although this is salty too, it is not predominant on the palate) or too hot (which a true ""Cajun"" spice is not hot).  Laissez les bon temps rouler!"
373,"This is a wonderful product, I was happy to see I could buy it on Amazon because our local stores quit carrying it!  We use it mostly to sprinkle over chicken wings to make a cajun wing..yummy!  It can be used on almost everything. Love It!"
374,"I, just like all the other reviewers love this seasoning. I have been making Cajun Catfish with this seasoning for about 15 years. I have tried other seasonings when this one was not available, but it's just not the same. If you want to try my recipe, it's very easy. I melt butter and brush the catfish fillet with it and generously<br />coat the fish with the seasoning. Meanwhile I preheat a cast iron skillet. When the skillet is hot I put in about 2 tbs olive oil and than about 3 tbs of butter and fry the fish to a golden to dark brown on each side About 4-5 minutes and add some more butter if the pan becomes to dry after turning the fish. During this I make a pot of spaghetti, my wife likes angle hair, after the pasta is done, drain it and remove the fish to a platter, turn off the heat under the skillet, add a little more olive oil and butter, scrape up the bits of fish left on the bottom of the skillet and dump the pasta into the skillet and mix it around to soak up the buttery oil, than sprinkle some more seasoning on the pasta and serve with the fish. Everyone love it. To give this dish a little color, you can add a bag of fresh spinach to the pasta water during the last 2 minutes of cooking, or stir in a small can of diced Cajun tomatoes after you put the pasta in the skillet, or use both. Hope you enjoy it if you try it."
375,"This is the best Cajun spice my wife and I have found anywhere, ever.  We have been using it for more than ten years.  It goes great on all sorts of things -- chicken, beef, pork, fish, eggs (hard boiled, scrambled, or fried), baked potato, etc.  Not only is it a very good combination of spices, it is also ground fine and mixed well.  Whenever we fry something in batter or breading, Luzianne's Cajun Seasoning usually finds its way into the mix.<br /><br />We've tried ""Slap Ya Momma"" and other cajun spices, but those tend to be too coarse.  Instead of tasting a blend of spices, you tend to bite down on a nugget of salt, filling your mouth with the taste of salt, then a nugget of pepper, filling your mouth with the taste of pepper, etc.  Luzianne's is definitely the superior implementation.<br /><br />We recently ran out of it, and to our dismay Safeway has stopped carrying this product, which is why we have tried other brands.  None have measured up, which is why I was searching for it online.  We're very happy to have found it again on Amazon."
376,"THis product (which i am not allowed to return) has ingrediants of salt, spices, hydrolysed soy protein, that last item is the common industry con for adding msg to your food. Every soup on your grocers shelf contains msg, but, i digress. So, the third ingrediant is a form of MSG, further down the ingrediant list is proudly displayed ... Monosodium Gludamate, ...MSG. This does not add spice to your food, it stimulats your tongue into feeling that the food tastes good, when IT DOES NOT. MSG can make dogfood taste like hamburger. anyone who thinks this is making their food taste cajun may be serving ALPO.  Tones and Durkee (sp) do not contain MSG, I prefer Tones!<br /><br />I have 8 eight ounce cans of this stuff.. would anybody like to buy some hamburger from me?"
377,"I bought this seasoning because Amazon stopped selling the 12 count Konriko cajun seasoning so this was the one they had in a 12 count.  I bought it thinking it would be similar to the Konriko, BOY WAS I WRONG!!!<br /><br />First of all like another reviewer said some of the ingredients are as follows:  hydrolyzed soy protein, and Partially hydrogenated cottonseed and soy bean oil.  I was completely stumped as to why these two ingredients were necessary in a spice blend mix.  Now I know why with the hydrolyzed soy protein; as the other reviewer stated it's a industry way of adding MSG.  Well why in the world do we need that and what's up with the HYDROGENATED SOY BEAN AND COTTONSEED OIL!!!!  BESIDE IT BEING BAD FOR YOUR HEALTH IT CAUSES THE PRODUCT TO CAKE AND CLUMP.  I steer clear of products with hydrogenated oils in them.  An even though this may not have many trans fat an accumulation over time is what makes this deceptively bad for your health.  When I purchased this last year they did not have the ingredients listed in the description, now it is.  I think that AMAZON as a regular practice should require all food products/company's to list the ingredients of their product to sell on their site.  WHY WAIT UNTIL THE CUSTOMER PURCHASE IT TO FIND OUT???!!!  I don't think this is a customer friendly practice!!!!<br /><br />Not a good buy IMO.  I found my Konriko at another site and will be purchasing it from there; unless AMAZON brings it back at a 12 count offer; otherwise to buy one at $8 and $4.99 s/h is just way over priced and highway robbery!!!!"
378,"I grew up using this seasoning on steak, and pretty much everything. Could no longer find it in stores so ordered a case off amazon. Very happy nice spice and flavor. Highly recommend."
379,I love this product and can't get it locally anymore.  It was a fair price and the item was in stock and came quickly.  I would buy from them again.
380,"This is a wonderful mix of spices.  One of my favorite uses is on chicken on the grill.  Try this out:<br /><br />5-6 cloves garlic, minced<br />1 1/2 Tbsp. Luzianne Cajun seasoning<br />1 Tbsp. olive oil<br />2 Tbsp. lemon juice<br /><br />Combine ingredients with chicken in a gallon size zip lock bag and marinate chicken legs & thighs for 2 - 4 hours.<br /><br />Mix up a second batch, and brush over chicken while grilling, cooking on all sides.<br /><br />Just made this yesterday...excellent!"
381,"This is the best cajun seasoning ever! We use it on seafood, steaks and burgers. Seasoning enhances, not overwhelms, whatever it is put on."
382,"I have been using Luzianne Cajun Seasonings for years.  I find it best on Beef and fish/seafood.  Like one of the other reviewers, I like the fineness and the blend of the seasoning.  The combination of the two gives it it's unique flavor.<br /><br />When I have friends and family over for steaks, they always say these are the best, what's your secret.  I first tell them it's an old family secret, but then I tell them about Luzianne.  I am not sure they are listning, because the next time over we have to go through the same conversation.  Oh well, more praise for me!<br /><br />Thanks Luzianne for all the pats on the back."
383,This seasoning adds just the right amount of spice to almost any dish! If you want something with a little kick you will love this seasoning! Can't beat the price for a top notch product!
384,"Oh man, I, like many of us have tried so many Cajun Seasoning, but this company does it Right!!<br /><br />Thank you Folks at the Heart-Heat of Southern Seasoning!!<br /><br />All my love,<br />Roy Watson,<br />408-464-0100"
385,"I originally discovered this years ago on vacation in southern Maryland. Since then it's always been in our cupboard. We came home to PA that year with three cans of it and then resupplied each summer. After a couple of years it became available in our area, but in the last year or so, we haven't been able to find it anywhere. This is one seasoning I don't mind buying by the case. (and it's a great price, too!)<br /><br />We put it on virtually anything - and I mean anything. Meats, poultry, seafood, salads, spaghetti, eggs, pot pie, vegetables, soups, whatever. It's especially good on any pasta dish. I even sprinkle it on a sandwich. The spice is just the right amount of heat with the touch of lemon to top it off. It sounds weird but I think I could even enjoy this on ice cream."
386,Luzianne Cajun Seasoning is a great way to spice up anything you make. It adds a nice amount of heat to your food without being over-bearing. My whole family loves it!
387,"I have been using this spice mix for many years but, I have found it hard to find lately. I decided I would check Amazon and I was very surprised to see it available! I am a fairly good cook and I have developed some easy dishes using this mix and it is very unusual and tasty! A 12 pack is a lot of this spice but, it does keep for years and I use it quite often. Give your family the kick it deserves with ""Luzianne Cajun Seasoning"""
388,"We discovered Earth's Best when my oldest started solids years ago.  They had a more limited selection then, but offered more variety than the ""regular"" brands.  For him, we only bought a few jars each trip, those flavors that we couldn't get in another brand.  For our second child, we added a few more.  With the 3rd baby, we started out on the larger brands, but he wouldn't eat them.  Who can blame him!?  They're runny and lacking any flavor.  Not to mention, no matter how good sweet potatoes are, how many jars can you eat?  He gobbles up every jar of Earth's Best without any problems.  When we introduce a new flavor, he's all for it.<br /><br />I agree with other posts that some of the flavors are very runny.  We just add a few tsp. of cereal and problem solved.<br /><br />Earth's Best is more expensive.  I calculated that every 2 weeks of food costs me $15 more than buying the other brands.  However, we decided that since he eats it all (vs. being very picky with other brands) it's a wash.<br /><br />If you want to use Earth's Best for your baby w/out breaking the bank, try these tips:<br />*Visit Earth's Best's website and print off all the coupons they'll allow (usually 3), have family and friends do the same<br /><br />*Buy at Whole Foods.  They have good prices and when you buy a lot, they give you a bulk discount<br /><br />*You can also buy them by the case at Meijers for less than $10.00, cheaper than here!"
389,"I thought I was doing my kid a favor when I invested in a case of Earth's Best dinners.  Unfortunately, the second ingredient (after water) for all of these is....applesauce.  Or in the case of the ""Sweet Potato & Chicken"" variety, it's sweet potatoes, followed by apricot puree.<br /><br />After getting used to the sweetness of these (try 'em - they're like jam), it's difficult for kids to adjust to ""real"" food.  From now on, I'm going to stick with just pureeing home-cooked food.  It's a lot cheaper, too."
390,"According to a lot of reviews on top baby food brands overall, Earth's Best was always voted to be in the Top 5 of all the lists of reviews by Mom Links, Consumer Reports, Livestrong, Baby Health Sites.  Here is a excerpt from one of the sites (I think it was from eHow.com):<br /><br />The Center for Science in the Public Interest evaluated popular brands of baby foods, including Gerbers, Heinz, Earth's Best and Beech-Nut. According to the Center's report, Earth's Best did not use starchy fillers or ""replace real food with water and thickening agents in many of their products for children over six months of age. Such adulterated products are nutritionally inferior to products made with more fruits and vegetables."" Earth's Best uses certified organic products. The brand offers single-ingredient, smooth foods for infants over four months; fruit, vegetable, grain and meat blends for babies over six months; and a variety of chunky soups, dinners and vegetable medleys for children over nine months old. Earth's Best products are sold at supermarkets, natural food stores and big box stores nationwide.<br /><br />Plus, my baby girl loves it.  Yes, it might be a little runnier than the other baby foods, but I just add a little rice with it and that fixes it."
391,"We only use jarred baby food as emergency food.  I make all my little one's food and freeze it or give it fresh.  Yes, full time working mom but really is it that hard to cook, puree and freeze basic foods like carrots that cost $1.27 for 2 pounds?  I taste all the foods that my baby eats and enjoy the Earth's Best line because they taste real.  It's not food that you could add to a baby shower game and go ""what in the world was that?""  They use quinoa and kamut flours.  It is excellent all around.<br /><br />I believe that the apricot puree that other's talked about in the sweet potato and chicken dinner is there to maintain the color of the food.  I make my own sweet potato and chicken dinner for my little one and it turns brown.  My baby doesn't care about the color of the food but I'm sure maybe a mom would freak out if she saw this color in a baby food jar - knowing how vibrant sweet potatoes are.<br /><br />Half of the jars in my case were popped up.  I wrote amazon and at first they offered me not even the cost of the damaged jars.  I called and they replaced the entire case free of charge.  This had to have happened at the manufacturing plant and didn't occur during shipping but rather was a sealing issue.  I was impressed with the speed and efficiency at which amazon handled this.  Will continue to be a loyal customer because of this.  Customer service goes a long ways!"
392,"We love the Earth's Best line in our house. Our 9 mo old daughter  will ONLY eat Earth's Best dinners, and I don't blame her. The smell from both of the other 2 brand was nauseating. I've sampled the Earth's best dinners myself, and they aren't half bad... It is baby food.... The fruit blends and veggie blends are great as well."
393,"Organic foods are probably most important the first couple of years of life. That is when so much brain development is happening that trying to keep as much pesticides as possible away from your child's developing brain and body is a very worthy goal.<br /><br />Fortunately it is a little easier than it is for a grown up. With our more varied foods and time constraints and on the go, etc. Also no matter how worthy a goal, your child has to eat the food. This is an excellent combination of flavors that I was not always able to find at local stores. And with subscribe and save it is cheaper and delivered to my door.<br /><br />The flavors are vegetable turkey which lists the ingredients as Water, organic carrots, organic apples, organic ground turkey, organic whole barley flour.<br /><br />Sweet potato and chicken: Water, organic sweet potatoes, organic apricot puree, mechanically separated organic chicken, organic brown rice flour.<br /><br />Summer vegetable: Water, organic corn, organic zucchini, organic green beans, organic brown rice, organic carrots, organic garbanzo beans, organic canola oil.<br /><br />Rice and Lentil: Water, organic apples, organic carrots, organic brown rice, organic lentils, organic canola oil<br /><br />There are other Earth Best blends where water is not the number one ingredient. Obviously that somewhat calls into the question the 'value' of this particular Earth's best item. I just found the tomato and carrot one which I have ordered but not received yet.  Also if you put in organic baby food in Amazon search there are some brands with just food in them for example Peter Rabbit organics (have not yet tried it, but might when she is a bit older).<br /><br />Overall though I do recommend this variety pack. Our daughter likes them all and she is getting organic ingredients. And for a decent price, even considering the amount of water in them. The water being first in all 4 is giving me pause as to the overall value and definitely something I will keep in mind as to trying other brands going forward. The ingredient lists are all directly from the Earth Best's website, earthsbest.com,  as I do not have the products in front of my right now."
394,"I agree with a previous reviewer - when it comes to the dinners (just about all of the Earth's Best choices) they are watery and SWEET.  Apples (or some other fruit) in just about everything, and the first ingredient is nearly always water.  I've decided to stay away from these as much as possible and purchase protein-containing dinners from another jarred brand (or mixing my own).  I'd really rather not nurture a sweet tooth at such a young age!<br /><br />The Earth's Best fruits and vegetables for the most part are great - just check the label to make sure water isn't the first ingredient listed (I just love how baby food will have water listed first but then some kind of flour added as well to thicken it up)."
395,"As I have with all other Earth's Best jarred baby food, I won't be purchasing these Dinners for my baby because the jar lids contain BPA.  I contacted Earth's Best's consumer relations dept. personally, and the representative read me a prepared statement saying that the epoxy resin that lines Earth's Best baby food jar lids contains ""trace amounts"" of BPA, but it ""doesn't come into direct contact with the food.""  That kind of lukewarm response wasn't enough to put my concerns about BPA to rest ... after all, packaged food is jostled-around so much during shipping that these jars could spend days upside down, with the food resting directly on the jar lids.  So I guess I'll have to pass on these jarred Dinners for now.  (The Earth's Best rep did say that they were doing ""accelerated testing"" of BPA-free alternatives for lining their baby food jars).<br /><br />This is such a shame, because Earth's Best is the only company that makes organic, pre-packaged Stage 2 complete meals (e.g., with meat/protein, veggies & carbs/starch) in PUREE form.  All the other organic baby food manufacturers, such as Plum, Sprout, Ella's Kitchen, etc., only make Stage 3 meals, in chunky form.  Earth's Best does make some baby food in BPA-free squeeze pouches, but that doesn't include its Dinner line.  I was hoping to be able to expose my little-one to a wider variety of flavors and well-balanced meals while still at the puree stage.  But I guess I'll have to wait until she's old enough for Stage 3 chunky meals, or make her baby food myself.  (Virtually impossible for this super-busy and domestically-challenged mom, LOL!)"
396,"I ordered this from Amazon and they were pure liquid. Like water. I did not feel at all comfortable feeding them to my daughter. Amazon customer service, however, was awesome and gave me a full refund"
397,Bought this after reading the good reviews - not sure if it has to do only with my package but rice and lentil mix literally has a smell of mold. I actually opened two containers to make sure it wasn't just my nose playing tricks on me. I love this brand and I am very disappointed.
398,"My daughter loves these dinners. There's no other organic meat option at my grocery store, so we're stuck with this one, but I don't mind at all. I think they're great. I agree that they are runny, but you can just thicken it with whole grain cereal, and problem solved (turkey dinner is thick enough).  I also don't understand why people complain that they are too sweet, or unhealthy. First of all, if you don't like the ingredients, buy something else. Second, I trust Earth's Best enough to believe they know the right amount of stuff to put in their product. Third, the belief that if baby tastes sweet food, they will not eat regular food, is an old wife's tale. Are you people saying that you don't give your babies fruit and vegetables? They are all sweet.<br />The only reason I gave this particular item 4 stars instead of five, is the price. I can buy it at my grocery store for 79 cents a jar. Here, they are being sold for over 91 cents. And that's at the sale price. If you buy these at the regular price, it comes to $1.41. Way too much!"
399,I'd continue to buy but I'm moving over to more home made finger foods and away from glass jars...shattered too many. They like all the flavors though. Great textures too.
400,"I love the thought that these baby foods are organic.  The shipping is quick, well packaged, and easy to open.  Baby likes ALL flavors so far of ANY type of Earth's Best baby food.  However, this brand is always more watery than any other brand I've tried."
401,"Our primary reason for buying this product is that it came in a variety pack.  We make most of our own baby food, but we were going on vacation and that was going to be difficult.  Since packing space was limited, we had this shipped to our destination.  It was the only brand we could find to order in a variety pack.  The kids liked all the flavors and the consistency seemed good."
402,"My 6-month-old is a fanatic for these flavors!  She gobbles them up and we can't load the spoon fast enough for her!  We introduce new foods every 3 days and we always get the interesting blends as well, so she has tried tons of flavor profiles by this point and these really do get a notable reaction from her.  She goes, ""Mmm, mmm,"" lol.  It's so cute and meats are an easier-to-absorb source of iron compared to artificially-enriched iron that is found in baby cereals.  I definitely prefer this as a compliment to Mommy's milk as oppose to the cereals that are hard for little tummies to digest."
403,"I actually cook most of my twins' savory meals, but I always keep a package of these EB dinners on hand  for (1) feeding the girls on the go and (2) for those times when I just don't have the energy to cook or defrost whatever is in the freezer. The girls like most of the flavors, except for the peas. I wish EB had more variety packages with different flavor available."
404,"To be honest, my baby didn't really love all of these at first. He's pretty picky, so I had to mix fruit into some of these to get him interested in a few of them.  He took to the gourmet meals pack right away, but didn't love all of these.  But as he's gotten older, he's gotten less picky and seems to accept all of these flavors now without having to bribe him by mixing in fruit.  The prices on Amazon are good, so I will continue to order these here."
405,My one year old loves this product. She eats one every day and never gives me a problem. And I trust the ingredients which reassures me that she's eating something thats good for her.
406,"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for."
407,"I like the variety in this pack-nice to not have to pick out individual jars and my baby likes them all! The only thing I would suggest is if you have a picky eater, maybe buy one jar at a time to test them out before you buy a huge box."
408,I purchased this food on Amazon then saw it at Babies R Us for 30 cents less per jar.  I like the product but AMAZON is overcharging!
409,"My baby has been eating this brand since he was 6 months. I like the convenience of high quality/yet not overly pricey jar food like this. It is easy on his stomach. Never had any health issues with it. The ""dinners"" are a bit more filling than the usual watery vegetable puree but it still does need a little cereal to thicken up. Summer vegetable is his least favorite. The zucchini (like cucumber) smells pretty strong. He would eat it now but when we first started, he hated it. My son loves the other 3 flavors and that's why I continued with my subscription since it's more expensive to buy them separately."
410,"Organic foods of course are best for your health and starting your baby on foods that are pure is best no matter what. I highly recommend Earth's Best products. He loves the formula, foods and diapers. I love the products because it's best for my baby. I wish I knew about organics and Earth's best 16 years ago with my first baby."
411,My baby loves these dinners. They are very flavorful and not bland like other baby food that we have tried. I love the fact that they are organic and Amazon sells them at such a great price.
412,"My 8-month old son is not the picky eater my first was. He had only refused one flavor of all the baby foods introduced to him in 3 months (and it was peas-can't blame him for that one) but he REFUSED to swallow the Rice & Lentil flavor in this variety pack. He actually spit it back out and then blew raspberries (cute, but messy). I tried several times over 2 weeks and got the same response each time. We will not be ordering this pack again even though he loved each of the other meals."
413,"I did like this product until some jars I found black mold on the inner lids.<br /><br />I read other reviews, but I thought it must've been a bad batch.  I was wrong.<br /><br />Earth's Best used to be very good. So I canceled my next Subscribe and Save order.  Then I feedback cancel reason to Amazon."
414,I used this variety pack to introduce protein into my daughter's diet.  She loves all four of the varieties!
415,"This is a nice variety of flavors--two are meat-based (chicken and turkey) and two are vegetable-based (summer veggie and rice/lentil).  My 9-month-old daughter eats all these flavors and particularly likes the meat flavors.  I've had difficulty getting her to eat other meat foods, so I'm happy to have found two meat meals that she loves.  As with other Earth's Best varieties, these varieties include only organic ingredients without any of those funky preservatives."
416,"Great value if you buy it as a subscribe and save item, and I love that it automatically comes to me.  These are great and they taste really good, making me think that we bought a very high quality product for our child."
417,I love Earth's Best. My son eats almost all of the Earth's Best single and combination foods. This pack in particular has two of his dinner/lunch favorites: Summer Vegetable and Brown Rice and Lentil. Some of the dinners and a lot of the first purees are very runny so we mix with some cereal to thicken.
418,My son loves Earth's best baby food. He enjoys his vegetables as much as he does with his fruits. He has no problem digesting his food and never spits it up.
419,My son really enjoys all these flavors- eats them all!!! Fast shipping. No shopping in stores. Great prices. Would recommend to all.
420,LOVE earths best but my 8 mth old daughter only liked one of the 4 selections. i highly recommend buying just one of each from the store and having your baby test them before buying these in bulk. walmart usually has them for .60 each
421,"I was excited to try this product after reading all of the good reviews. I wasn't really impressed when my son tried the food. The consistency was WAY too thin, and my son would hardly eat the whole jar. I would recommend making your own baby food, or use the Gerber organic."
422,"Our pediatrician told me to include some form of meat at dinner for our baby. Unfortunately, two of the four varieties don't include meat. I don't think Summer Vegetable should be included in a dinner variety pack, that's what the vegetable variety pack is for. Also, the chicken and sweet potato is extremely runny and hard to feed to a baby."
423,3 of the flavors are pretty good but the Sweet Potato & Chicken is pretty gross. I was wondering why my daughter didn't want to eat it until I tried it myself
424,"My baby didn't seem into these dinners, so I tried them. They're not terrible, but not good either. We'll stick with the EB fruits and veggies until she's ready for table foods."
425,This is great!  Organic baby food options - delivered to my doorstep!  The dinners are a good combination and receive a raving review from the bib wearer at the dinner table.
426,My little guy loves to try new foods..so this variety pack is great.<br /><br />Feeding organic is the way to go. We trust and love the earths best brand<br />Ther formula is great. Amazon.com seems to have the best price around i checked.<br /><br />It is great to get the auto ships of babyfood..less trips to the store for dad !
427,"We ordered the Earth's best 2nd dinner variety pack along with the fruit variety pack.  We got the fruit variety pack and an oatmeal and fruit variety pack, not the dinner pack.  Found out we can't return the item, either.  We will try the Amazon phone help, but if all else fails maybe my little one will like this stuff..."
428,My baby loves this food.  At whole foods they sell the same flat for 10.99 and thats retail.  I ordered this and just received it today.  I hadn't even opened package and I could smell a rotten smell coming from box. I opened it to find jar smashed and mold everywhere! I'm so disgusted and can't believe I waited over a week for this to arrive.  What a waste of my time.  The worst part is I ordered the fruit flat as well and also a broken jar and rotten mold everywhere.  I don't get how this happens the  shipping box isn't dented or damaged neither is the flat box.  So what someone packaged and sent a smashed and rotting shipment? Not a happy customer!
429,"Don't let the ""Earth's Best"" name fool you .. as stated in multiple reviews here - CHECK THE INGREDIENTS!  No wonder so many positive reviews here have the same theme, ""My kids will only eat Earth's Best!"" .. Well that's because they are all SWEETENED, which is one of the worst things you can feed to your child regularly.  They WILL develop a sweet tooth QUICKLY, and will start rejecting pure vegetables / other good things because of this.  There is no need to inject applesauce or other sweeteners into other foods.  That's just shameful, and there is only one reason for it - so the child will eat it and only want this brand.<br /><br />Best advice - if you must buy pre-made food, be sure the ingredients are just the main ingredient(s) and (if needed) water.  That's it.  Don't buy a vegetable that has ""applesauce"" or another silly ingredient added just to make the child love it and want that brand because it's sweetened.<br /><br />Shame on Earth's Best as a company.  Kudos to their marketing department for creating a name whereas consumers will automatically be drawn to them because they think it's a great product based solely on the name."
430,"I found this tea when I explored a local grocery store on the north shore of Oahu on a trip to Hawaii last summer. Every now & then I like to add cream to my tea so the idea of a milk tea wasn't totally bizarre. (How you'd guess I'm American?) I enjoy white, black, flavored & herbal teas but am not a fan of most floral blends.<br /><br />I didn't know what to expect when the package said the ingredients included black tea, non-dairy creamer, rosehip extract & refined sugar. I've never considered putting non-dairy creamer into tea. Would it be a mess I dumped into the mug & stirred to death? Instead, I found all the ingredients in an oversized traditional paper tea bag held in a foil-like moisture proof package.<br /><br />After steeping ~3mins, I was thrilled to discover a light-flavored cup of tea, slightly fruity-scented, with a soothing feel to it and no floral tones to the taste. And no stirring, no clump at the bottom of the cup.<br /><br />A year later I found one of the packages in my luggage & found it just as tasty & easy to prepare as last year. I went online to buy some more & was thrilled to find that Amazon offered the same item & a couple of other flavors by the same company too!"
